IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,14.32
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,4,14.26
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,14.26
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,4,14.25
8.219.90.87,2052,2052,false,SIN,Asia Pacific,Singapore,7,14.21
47.245.89.102,2052,2052,false,SIN,Asia Pacific,Singapore,3,14.16
8.222.144.117,2052,2052,false,SIN,Asia Pacific,Singapore,4,14.13
8.222.193.208,2052,2052,false,SIN,Asia Pacific,Singapore,5,14.13
8.222.140.87,2052,2052,false,SIN,Asia Pacific,Singapore,8,14.09
47.74.5.150,2052,2052,false,NRT,Asia Pacific,Tokyo,75,14.09
47.236.125.4,2052,2052,false,SIN,Asia Pacific,Singapore,9,14.05
47.236.74.20,2052,2052,false,SIN,Asia Pacific,Singapore,7,14.04
8.218.110.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,14.02
8.219.210.64,2052,2052,false,SIN,Asia Pacific,Singapore,7,14.02
8.218.48.92,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,13.98
8.222.129.32,2052,2052,false,SIN,Asia Pacific,Singapore,5,13.95
8.222.188.56,2052,2052,false,SIN,Asia Pacific,Singapore,4,13.91
8.222.168.24,2052,2052,false,SIN,Asia Pacific,Singapore,3,13.91
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,13.90
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,13.90
47.236.79.77,2052,2052,false,SIN,Asia Pacific,Singapore,9,13.90
8.222.130.156,2052,2052,false,SIN,Asia Pacific,Singapore,8,13.87
47.74.15.117,2052,2052,false,NRT,Asia Pacific,Tokyo,71,13.85
47.236.65.177,2052,2052,false,SIN,Asia Pacific,Singapore,10,13.83
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,13.82
8.219.58.64,2052,2052,false,SIN,Asia Pacific,Singapore,8,13.80
47.91.31.231,2052,2052,false,NRT,Asia Pacific,Tokyo,78,13.80
8.222.167.8,2052,2052,false,SIN,Asia Pacific,Singapore,5,13.79
47.236.96.141,2052,2052,false,SIN,Asia Pacific,Singapore,9,13.79
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,4,13.73
8.222.209.223,2052,2052,false,SIN,Asia Pacific,Singapore,5,13.73
47.74.10.135,2052,2052,false,NRT,Asia Pacific,Tokyo,75,13.73
8.219.58.64,2052,2052,false,SIN,Asia Pacific,Singapore,4,13.60
47.236.155.170,2052,2052,false,SIN,Asia Pacific,Singapore,4,13.56
47.236.71.226,2052,2052,false,SIN,Asia Pacific,Singapore,11,13.55
47.91.30.186,2052,2052,false,NRT,Asia Pacific,Tokyo,68,13.53
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,13.48
47.245.102.156,2052,2052,false,SIN,Asia Pacific,Singapore,5,13.47
47.236.224.66,2052,2052,false,SIN,Asia Pacific,Singapore,5,13.46
8.222.144.219,2052,2052,false,SIN,Asia Pacific,Singapore,5,13.44
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,13.41
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,15,13.35
47.74.9.174,2052,2052,false,NRT,Asia Pacific,Tokyo,73,13.35
47.236.187.144,2052,2052,false,SIN,Asia Pacific,Singapore,11,13.32
8.222.210.182,2052,2052,false,SIN,Asia Pacific,Singapore,4,13.31
8.222.169.182,2052,2052,false,SIN,Asia Pacific,Singapore,5,13.30
47.236.79.77,2052,2052,false,SIN,Asia Pacific,Singapore,3,13.30
47.74.11.251,2052,2052,false,NRT,Asia Pacific,Tokyo,73,13.26
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,13.23
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,5,13.23
47.74.13.94,2052,2052,false,NRT,Asia Pacific,Tokyo,76,13.23
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,3,13.19
47.236.132.125,2052,2052,false,SIN,Asia Pacific,Singapore,18,13.19
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,13.18
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,13.17
47.236.82.218,2052,2052,false,SIN,Asia Pacific,Singapore,9,13.15
8.219.140.63,2052,2052,false,SIN,Asia Pacific,Singapore,4,13.13
8.217.145.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,13.13
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,13.12
8.219.233.6,2052,2052,false,SIN,Asia Pacific,Singapore,7,13.12
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,7,13.11
47.236.97.58,2052,2052,false,SIN,Asia Pacific,Singapore,8,13.10
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,3,13.07
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,13.06
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,8,13.03
47.74.13.200,2052,2052,false,NRT,Asia Pacific,Tokyo,71,13.02
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,12.98
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,12.97
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,12.93
8.218.158.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,12.92
47.76.146.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,12.88
47.236.116.182,2052,2052,false,SIN,Asia Pacific,Singapore,9,12.87
8.210.151.69,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,12.87
8.222.229.22,2052,2052,false,SIN,Asia Pacific,Singapore,4,12.86
47.236.23.135,2052,2052,false,SIN,Asia Pacific,Singapore,8,12.86
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,5,12.85
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,6,12.79
47.236.31.73,2052,2052,false,SIN,Asia Pacific,Singapore,9,12.77
8.219.167.65,2052,2052,false,SIN,Asia Pacific,Singapore,10,12.77
8.219.123.244,2052,2052,false,SIN,Asia Pacific,Singapore,7,12.77
47.74.7.51,2052,2052,false,NRT,Asia Pacific,Tokyo,76,12.74
8.222.170.152,2052,2052,false,NRT,Asia Pacific,Tokyo,82,12.73
8.222.193.208,2052,2052,false,SIN,Asia Pacific,Singapore,6,12.72
47.91.31.235,2052,2052,false,NRT,Asia Pacific,Tokyo,75,12.71
8.222.188.56,2052,2052,false,SIN,Asia Pacific,Singapore,3,12.70
47.74.5.99,2052,2052,false,NRT,Asia Pacific,Tokyo,69,12.70
47.76.94.15,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,12.70
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,12.68
8.222.180.86,2052,2052,false,SIN,Asia Pacific,Singapore,4,12.68
47.236.119.253,2052,2052,false,SIN,Asia Pacific,Singapore,9,12.67
8.219.115.215,2052,2052,false,SIN,Asia Pacific,Singapore,6,12.66
8.219.241.189,2052,2052,false,SIN,Asia Pacific,Singapore,9,12.65
47.74.46.84,2052,2052,false,NRT,Asia Pacific,Tokyo,72,12.64
47.91.28.217,2052,2052,false,NRT,Asia Pacific,Tokyo,75,12.63
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,12.61
8.210.107.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,12.60
8.222.182.10,2052,2052,false,SIN,Asia Pacific,Singapore,4,12.51
47.236.96.141,2052,2052,false,SIN,Asia Pacific,Singapore,6,12.50
47.74.8.238,2052,2052,false,NRT,Asia Pacific,Tokyo,76,12.48
47.236.116.26,2052,2052,false,SIN,Asia Pacific,Singapore,8,12.43
47.74.27.211,2052,2052,false,NRT,Asia Pacific,Tokyo,75,12.43
47.74.27.94,2052,2052,false,NRT,Asia Pacific,Tokyo,91,12.42
47.245.82.78,2052,2052,false,SIN,Asia Pacific,Singapore,5,12.42
8.219.173.195,2052,2052,false,SIN,Asia Pacific,Singapore,5,12.39
47.236.204.152,2052,2052,false,SIN,Asia Pacific,Singapore,12,12.38
47.245.94.144,2052,2052,false,SIN,Asia Pacific,Singapore,5,12.37
47.91.21.127,2052,2052,false,NRT,Asia Pacific,Tokyo,72,12.34
47.236.109.115,2052,2052,false,SIN,Asia Pacific,Singapore,9,12.31
47.236.104.98,2052,2052,false,SIN,Asia Pacific,Singapore,8,12.28
8.222.160.61,2052,2052,false,SIN,Asia Pacific,Singapore,11,12.23
8.219.97.179,2052,2052,false,SIN,Asia Pacific,Singapore,8,12.19
8.219.140.229,2052,2052,false,SIN,Asia Pacific,Singapore,12,12.17
8.210.174.156,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,12.16
8.219.241.189,2052,2052,false,SIN,Asia Pacific,Singapore,6,12.16
47.74.0.183,2052,2052,false,NRT,Asia Pacific,Tokyo,76,12.16
8.222.141.240,2052,2052,false,SIN,Asia Pacific,Singapore,5,12.14
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,12.14
8.210.156.6,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,12.11
47.74.34.73,2052,2052,false,NRT,Asia Pacific,Tokyo,71,12.11
8.219.245.232,2052,2052,false,SIN,Asia Pacific,Singapore,8,12.08
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,12.05
8.219.137.50,2052,2052,false,SIN,Asia Pacific,Singapore,7,12.01
47.245.59.133,2052,2052,false,NRT,Asia Pacific,Tokyo,76,12.00
8.219.60.130,2052,2052,false,SIN,Asia Pacific,Singapore,9,11.95
8.222.236.229,2052,2052,false,SIN,Asia Pacific,Singapore,7,11.95
47.236.175.189,2052,2052,false,SIN,Asia Pacific,Singapore,15,11.86
8.219.184.92,2052,2052,false,SIN,Asia Pacific,Singapore,7,11.85
47.91.21.107,2052,2052,false,NRT,Asia Pacific,Tokyo,73,11.85
8.219.172.128,2052,2052,false,SIN,Asia Pacific,Singapore,6,11.84
8.219.228.186,2052,2052,false,SIN,Asia Pacific,Singapore,9,11.83
8.222.212.116,2052,2052,false,SIN,Asia Pacific,Singapore,5,11.80
47.245.82.208,2052,2052,false,SIN,Asia Pacific,Singapore,5,11.80
8.218.156.91,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,11.79
8.219.248.170,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.79
47.236.88.181,2052,2052,false,SIN,Asia Pacific,Singapore,9,11.77
47.245.59.244,2052,2052,false,NRT,Asia Pacific,Tokyo,74,11.75
8.222.130.137,2052,2052,false,SIN,Asia Pacific,Singapore,4,11.75
8.210.117.18,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,11.74
8.219.186.22,2052,2052,false,SIN,Asia Pacific,Singapore,3,11.70
8.219.99.8,2052,2052,false,SIN,Asia Pacific,Singapore,7,11.70
47.74.18.121,2052,2052,false,NRT,Asia Pacific,Tokyo,76,11.69
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,11.68
8.222.152.71,2052,2052,false,SIN,Asia Pacific,Singapore,4,11.68
47.236.97.111,2052,2052,false,SIN,Asia Pacific,Singapore,3,11.67
8.219.213.112,2052,2052,false,SIN,Asia Pacific,Singapore,6,11.65
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,13,11.64
8.219.73.188,2052,2052,false,SIN,Asia Pacific,Singapore,16,11.63
8.222.172.23,2052,2052,false,SIN,Asia Pacific,Singapore,6,11.60
8.219.100.155,2052,2052,false,SIN,Asia Pacific,Singapore,8,11.59
8.222.130.156,2052,2052,false,SIN,Asia Pacific,Singapore,8,11.55
47.245.107.174,2052,2052,false,SIN,Asia Pacific,Singapore,4,11.48
47.236.169.141,2052,2052,false,SIN,Asia Pacific,Singapore,8,11.48
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,11.47
47.74.37.50,2052,2052,false,NRT,Asia Pacific,Tokyo,69,11.46
47.74.4.47,2052,2052,false,NRT,Asia Pacific,Tokyo,71,11.45
8.217.91.121,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,11.44
8.219.106.15,2052,2052,false,SIN,Asia Pacific,Singapore,16,11.42
47.74.6.16,2052,2052,false,NRT,Asia Pacific,Tokyo,75,11.41
47.236.78.57,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.39
8.222.209.223,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.34
47.74.44.128,2052,2052,false,NRT,Asia Pacific,Tokyo,71,11.34
47.236.103.153,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.33
47.236.79.87,2052,2052,false,SIN,Asia Pacific,Singapore,11,11.29
8.219.228.88,2052,2052,false,SIN,Asia Pacific,Singapore,7,11.28
47.91.21.149,2052,2052,false,NRT,Asia Pacific,Tokyo,77,11.27
8.219.204.120,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.23
47.236.179.182,2052,2052,false,SIN,Asia Pacific,Singapore,17,11.19
47.74.34.162,2052,2052,false,NRT,Asia Pacific,Tokyo,73,11.16
47.245.53.50,2052,2052,false,NRT,Asia Pacific,Tokyo,75,11.12
47.236.161.110,2052,2052,false,SIN,Asia Pacific,Singapore,4,11.11
47.236.116.208,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.08
8.219.81.50,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.06
8.222.175.78,2052,2052,false,SIN,Asia Pacific,Singapore,6,11.06
8.222.137.166,2052,2052,false,SIN,Asia Pacific,Singapore,6,11.02
47.236.192.198,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.01
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,12,11.00
8.222.144.117,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.99
8.219.201.8,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.97
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.97
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,10.96
8.219.217.81,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.95
8.222.153.11,2052,2052,false,NRT,Asia Pacific,Tokyo,95,10.91
47.74.42.17,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.91
8.219.177.205,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.90
47.91.29.108,2052,2052,false,NRT,Asia Pacific,Tokyo,75,10.87
47.74.4.47,2052,2052,false,NRT,Asia Pacific,Tokyo,72,10.87
47.245.42.210,2052,2052,false,NRT,Asia Pacific,Tokyo,74,10.84
8.222.140.87,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.81
47.236.176.144,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.78
47.236.29.235,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.76
8.222.211.124,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.74
8.222.238.141,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.73
47.236.65.11,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.72
8.219.121.24,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.70
47.74.6.16,2052,2052,false,NRT,Asia Pacific,Tokyo,72,10.69
47.245.56.29,2052,2052,false,NRT,Asia Pacific,Tokyo,74,10.63
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.60
47.236.104.123,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.59
8.222.211.16,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.58
47.236.145.180,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.56
8.219.197.111,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.55
47.236.201.98,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.54
47.236.29.235,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.52
8.219.174.142,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.52
47.236.193.208,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.50
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,10.47
47.236.73.123,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.46
8.222.138.164,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.45
8.222.152.165,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.44
47.236.97.254,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.44
8.219.145.245,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.43
47.245.37.29,2052,2052,false,NRT,Asia Pacific,Tokyo,73,10.42
8.209.200.73,2052,2052,false,NRT,Asia Pacific,Tokyo,74,10.40
47.245.93.74,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.40
8.219.77.222,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.40
47.74.27.211,2052,2052,false,NRT,Asia Pacific,Tokyo,72,10.37
8.219.242.131,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.34
8.219.177.205,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.33
47.236.97.90,2052,2052,false,SIN,Asia Pacific,Singapore,15,10.33
47.236.207.133,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.32
8.222.224.162,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.28
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,10.25
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.24
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.24
8.222.212.219,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.23
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.23
8.222.140.185,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.23
8.219.253.18,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.22
47.74.43.95,2052,2052,false,NRT,Asia Pacific,Tokyo,69,10.20
8.222.252.123,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.20
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.18
47.236.163.95,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.16
8.219.90.87,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.14
8.219.92.89,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.14
8.219.72.50,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.14
47.245.80.39,2052,2052,false,SIN,Asia Pacific,Singapore,3,10.10
47.236.92.191,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.09
47.245.58.250,2052,2052,false,NRT,Asia Pacific,Tokyo,73,10.07
47.236.106.234,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.06
47.236.173.200,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.04
8.219.204.120,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.03
47.245.37.12,2052,2052,false,NRT,Asia Pacific,Tokyo,77,10.03
8.219.139.13,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.02
8.219.173.239,2052,2052,false,SIN,Asia Pacific,Singapore,9,9.99
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,10,9.99
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,4,9.98
8.219.213.84,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.94
8.218.127.249,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,9.93
8.219.184.92,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.93
47.236.104.11,2052,2052,false,SIN,Asia Pacific,Singapore,9,9.91
47.74.42.111,2052,2052,false,NRT,Asia Pacific,Tokyo,73,9.90
8.219.126.3,2052,2052,false,SIN,Asia Pacific,Singapore,11,9.90
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,10,9.86
8.222.140.185,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.86
47.236.39.34,2052,2052,false,SIN,Asia Pacific,Singapore,10,9.84
8.219.210.93,2052,2052,false,SIN,Asia Pacific,Singapore,5,9.79
47.236.193.5,2052,2052,false,SIN,Asia Pacific,Singapore,11,9.78
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.78
47.74.27.151,2052,2052,false,NRT,Asia Pacific,Tokyo,76,9.77
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.76
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,17,9.72
47.236.92.191,2052,2052,false,SIN,Asia Pacific,Singapore,10,9.70
8.222.236.229,2052,2052,false,SIN,Asia Pacific,Singapore,10,9.67
8.222.182.10,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.65
47.245.56.207,2052,2052,false,NRT,Asia Pacific,Tokyo,76,9.64
47.245.55.94,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.63
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,5,9.62
47.74.34.135,2052,2052,false,NRT,Asia Pacific,Tokyo,70,9.61
8.222.168.234,2052,2052,false,SIN,Asia Pacific,Singapore,5,9.59
47.74.13.239,2052,2052,false,NRT,Asia Pacific,Tokyo,76,9.59
8.222.160.61,2052,2052,false,SIN,Asia Pacific,Singapore,5,9.57
8.219.134.63,2052,2052,false,SIN,Asia Pacific,Singapore,10,9.55
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,9,9.54
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.54
47.74.40.13,2052,2052,false,NRT,Asia Pacific,Tokyo,72,9.51
8.222.238.141,2052,2052,false,SIN,Asia Pacific,Singapore,10,9.50
8.219.196.117,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.49
47.74.27.94,2052,2052,false,NRT,Asia Pacific,Tokyo,76,9.47
47.245.53.86,2052,2052,false,NRT,Asia Pacific,Tokyo,74,9.45
8.219.101.72,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.45
8.219.185.191,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.42
8.219.66.156,2052,2052,false,NRT,Asia Pacific,Tokyo,72,9.41
47.236.65.232,2052,2052,false,SIN,Asia Pacific,Singapore,10,9.39
8.219.78.222,2052,2052,false,SIN,Asia Pacific,Singapore,11,9.38
8.219.81.50,2052,2052,false,SIN,Asia Pacific,Singapore,13,9.38
47.245.54.58,2052,2052,false,NRT,Asia Pacific,Tokyo,72,9.35
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.34
47.74.35.79,2052,2052,false,NRT,Asia Pacific,Tokyo,71,9.32
8.219.228.193,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.30
47.236.194.67,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.28
8.219.196.117,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.25
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.21
47.74.11.219,2052,2052,false,NRT,Asia Pacific,Tokyo,75,9.19
47.245.41.84,2052,2052,false,NRT,Asia Pacific,Tokyo,72,9.19
8.219.228.88,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.18
47.236.227.21,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.16
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,14,9.14
8.219.250.70,2052,2052,false,SIN,Asia Pacific,Singapore,9,9.14
47.74.41.87,2052,2052,false,NRT,Asia Pacific,Tokyo,68,9.11
47.236.88.181,2052,2052,false,SIN,Asia Pacific,Singapore,5,9.07
47.245.37.41,2052,2052,false,NRT,Asia Pacific,Tokyo,71,9.03
8.219.232.219,2052,2052,false,SIN,Asia Pacific,Singapore,9,9.02
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,9,8.98
47.245.56.50,2052,2052,false,NRT,Asia Pacific,Tokyo,72,8.87
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,10,8.83
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,7,8.82
47.245.59.243,2052,2052,false,NRT,Asia Pacific,Tokyo,74,8.82
47.74.13.239,2052,2052,false,NRT,Asia Pacific,Tokyo,77,8.81
8.219.233.6,2052,2052,false,SIN,Asia Pacific,Singapore,6,8.80
47.236.132.125,2052,2052,false,SIN,Asia Pacific,Singapore,7,8.79
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,8.78
8.222.226.15,2052,2052,false,SIN,Asia Pacific,Singapore,10,8.77
47.245.58.175,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.71
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,9,8.66
47.236.161.155,2052,2052,false,SIN,Asia Pacific,Singapore,14,8.64
47.245.33.158,2052,2052,false,NRT,Asia Pacific,Tokyo,75,8.64
47.74.11.9,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.64
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,7,8.62
8.219.240.141,2052,2052,false,SIN,Asia Pacific,Singapore,7,8.60
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,4,8.60
8.218.110.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,8.57
8.219.151.193,2052,2052,false,SIN,Asia Pacific,Singapore,5,8.52
47.74.26.196,2052,2052,false,HKG,Asia Pacific,Hong Kong,134,8.51
8.222.221.197,2052,2052,false,SIN,Asia Pacific,Singapore,6,8.48
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.46
47.236.161.155,2052,2052,false,SIN,Asia Pacific,Singapore,4,8.46
47.236.171.112,2052,2052,false,SIN,Asia Pacific,Singapore,5,8.44
